Geography,Product,Time,Dollar Sales,Unit Sales,SKU
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 03-27-16,537440.5674,80416.3726,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 04-24-16,519786.1308,75902.42315,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 05-22-16,520873.0434,74402.31851,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 06-19-16,510644.3096,73659.20267,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 07-17-16,516616.9742,74168.59148,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 08-14-16,519832.246,74573.14353,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 09-11-16,545484.2571,78304.54323,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 10-09-16,556626.3377,79375.62317,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 11-06-16,528755.8618,76315.62529,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 12-04-16,553260.4498,77676.25432,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-01-17,552993.1304,74061.70985,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-29-17,562861.9642,72485.34741,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 02-26-17,603855.3771,77646.74772,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 03-26-17,672942.5996,83752.86625,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 04-23-17,667773.7985,84644.23965,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 05-21-17,679325.1759,86578.04653,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 06-18-17,680635.4643,85107.26621,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 07-16-17,690560.3096,83293.30327,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 08-13-17,688458.1121,80641.06815,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 09-10-17,704097.7509,81910.41725,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 10-08-17,679959.0076,78216.77254,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 11-05-17,667279.5875,75916.94902,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 12-03-17,667563.1846,74781.51664,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 12-31-17,846296.6647,82434.99558,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-28-18,1331925.261,105635.0614,E-Cigs Total
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY ASSORTED DISPOSABLE 4 CT - 0819913011411,4 Weeks Ending 12-31-17,47.97,3,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY ASSORTED DISPOSABLE 4 CT - 0819913011411,4 Weeks Ending 01-28-18,63.96,4,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 01-31-16,415.74,26,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 02-28-16,540.6920418,33.81438661,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 03-27-16,677.826555,42.39065385,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 04-24-16,611.9476501,38.27064729,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 05-22-16,463.0250207,28.95716202,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 06-19-16,297.2897152,18.59222734,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 07-17-16,319.8,20,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 08-14-16,191.88,12,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 09-11-16,335.79,21,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 10-09-16,623.61,39,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 11-06-16,335.79,21,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 12-04-16,511.68,32,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 01-01-17,1103.31,69,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 01-29-17,847.47,53,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 02-26-17,2142.66,134,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 03-26-17,1085.458787,67.88360143,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 04-23-17,3038.1,190,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 05-21-17,3086.07,193,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 06-18-17,1854.84,116,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 07-16-17,2526.7398,158.02,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 08-13-17,2606.5299,163.01,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 09-10-17,2110.68,132,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 10-08-17,2127.432611,133.047693,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 11-05-17,2910.18,182,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 12-03-17,3006.12,188,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 12-31-17,14655.09405,916.5162009,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 01-28-18,39683.34845,2481.760378,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 01-31-16,239.85,15,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 02-28-16,147.7111106,9.237717986,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 03-27-16,181.8546821,11.37302577,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 04-24-16,264.6223818,16.54924214,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 05-22-16,99.22322693,6.205330014,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 06-19-16,165.128555,10.32698905,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 07-17-16,319.8,20,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 08-14-16,415.74,26,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 09-11-16,383.76,24,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 10-09-16,463.71,29,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 11-06-16,495.69,31,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 12-04-16,575.64,36,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 01-01-17,655.59,41,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 01-29-17,895.44,56,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 02-26-17,1806.87,113,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 03-26-17,1683.830716,105.3052355,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 04-23-17,1135.29,71,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 05-21-17,2942.16,184,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 06-18-17,1199.25,75,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 07-16-17,2574.39,161,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 08-13-17,1307.98,82,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 09-10-17,3725.67,233,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 10-08-17,2593.818855,162.2150629,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 11-05-17,2942.3199,184.01,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 12-03-17,3198,200,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 12-31-17,14959.61663,935.5607649,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 01-28-18,70954.04964,4437.701666,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MANGO DISPOSABLE 4 CT - 0819913012441,4 Weeks Ending 12-31-17,38785.91142,2427.40972,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MANGO DISPOSABLE 4 CT - 0819913012441,4 Weeks Ending 01-28-18,162432.696,10158.39249,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 01-31-16,431.73,27,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 02-28-16,375.3673414,23.4751308,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 03-27-16,281.0481692,17.57649589,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 04-24-16,330.7723079,20.68619812,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 05-22-16,347.2921984,21.71933699,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 06-19-16,528.3405458,33.04193532,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 07-17-16,463.71,29,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 08-14-16,287.82,18,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 09-11-16,175.89,11,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 10-09-16,559.65,35,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 11-06-16,1151.28,72,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 12-04-16,575.64,36,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 01-01-17,687.57,43,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 01-29-17,991.38,62,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 02-26-17,1343.16,84,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 03-26-17,4474.428479,279.8266716,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 04-23-17,735.54,46,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 05-21-17,2702.31,169,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 06-18-17,2942.16,184,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 07-16-17,5116.8,320,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 08-13-17,6667.83,417,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 09-10-17,11736.66,734,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 10-08-17,15254.78425,954.0202785,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 11-05-17,18612.36,1164,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 12-03-17,17621.26987,1102.018128,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 12-31-17,50334.63298,3147.881987,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 01-28-18,182046.2567,11385.00667,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-31-16,111.93,7,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 02-28-16,32.5215486,2.033867955,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 03-27-16,181.8520288,11.37285984,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 04-24-16,66.16150406,4.137680054,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 05-22-16,181.9125378,11.37664402,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 06-19-16,297.2770468,18.59143507,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 07-17-16,159.9,10,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 08-14-16,303.81,19,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 09-11-16,207.87,13,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 10-09-16,639.6,40,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 11-06-16,623.61,39,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 12-04-16,639.6,40,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-01-17,719.55,45,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-29-17,911.43,57,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 02-26-17,1167.27,73,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 03-26-17,2899.707347,181.3450499,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 04-23-17,3373.89,211,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 05-21-17,1279.2,80,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 06-18-17,2702.31,169,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 07-16-17,1886.82,118,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 08-13-17,3166.02,198,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 09-10-17,3389.88,212,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 10-08-17,2978.114104,186.2485368,JUUL Refill Kits
CST Brands Corp w/ Nice N Easy-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 11-05-17,3533.79,221,JUUL Refill Kits
